Browser,"Browser Version","Short Browser Version",Engine,"Engine Version",OS,"OS Version",Measurement,delay,latencyatnecy
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",154
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",154
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",149
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",154
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",154
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",151
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",153
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",155
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",150
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","150",152
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",339
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",334
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",299
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",305
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",304
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",303
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",302
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",301
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","minno","300",300
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.76000000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.67500000000291
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.36499999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.19999999999709
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.78000000000611
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.06500000000233
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.13500000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.63999999999942
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.224999999998545
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.36000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.650000000001455
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",59.91500000000087
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.28499999999622
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.075000000004366
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.095000000001164
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.25500000000466
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.92500000000291
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.294999999998254
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.40999999999622
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.38500000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.94499999999971
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.88500000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.68500000000495
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.30999999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.604999999995925
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.450000000004366
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.73999999999796
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.51000000000204
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.43499999999767
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.41000000000349
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.895000000004075
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.4800000000032
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.61000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.86000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.345000000001164
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.36000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.18999999999505
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.125
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.484999999993306
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",49.974999999998545
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",52.86000000000058
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.549999999995634
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",55.825000000004366
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.93000000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.11999999999534
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.57499999999709
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",51.729999999995925
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.68999999999505
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",50.93000000000029
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",54.7300000000032
"Firefox","50.0","50","Gecko","50.0","Mac OS","10.11","vanilla","50",53.78500000000349
