"","showlatency","hidelatency","delay"
"1661",87.024,51.2,50
"1662",73.4,104.104,100
"1663",78.512,102.4,110
"1664",80.22,1000.116,1000
"1665",87.032,52.888,50
"1666",73.392,100.696,100
"1667",80.2,121.172,110
"1668",78.504,1003.516,1000
"1669",68.276,52.864,50
"1670",88.76,104.104,100
"1671",78.516,102.4,110
"1672",78.512,1003.52,1000
"1673",85.332,51.184,50
"1674",75.108,102.4,100
"1675",78.508,104.096,110
"1676",78.516,1001.816,1000
"1677",85.32,52.904,50
"1678",73.408,104.108,100
"1679",78.508,102.4,110
"1680",78.5,1003.52,1000
"1681",68.288,54.568,50
"1682",69.984,102.408,100
"1683",80.208,102.4,110
"1684",80.228,1001.804,1000
"1685",69.968,51.176,50
"1686",73.404,104.108,100
"1687",78.5,102.4,110
"1688",80.2,1000.112,1000
"1689",87.024,54.604,50
"1690",87.072,102.404,100
"1691",80.216,119.472,110
"1692",78.512,1003.52,1000
"1693",85.32,52.904,50
"1694",73.416,104.112,100
"1695",76.808,119.464,110
"1696",80.216,1001.82,1000
"1697",85.316,54.608,50
"1698",88.76,102.4,100
"1699",78.52,121.176,110
"1700",78.5,1003.52,1000
"1701",85.32,52.896,50
"1702",71.692,119.468,100
"1703",78.512,121.168,110
"1704",78.512,1003.52,1000
"1705",85.324,51.184,50
"1706",73.408,102.396,100
"1707",78.508,121.172,110
"1708",78.508,1003.528,1000
"1709",68.276,52.88,50
"1710",88.752,102.404,100
"1711",80.22,119.44,110
"1712",78.516,1003.512,1000
"1713",85.324,51.184,50
"1714",73.408,119.464,100
"1715",80.204,102.4,110
"1716",80.228,1001.812,1000
"1717",85.312,51.192,50
"1718",92.18,100.696,100
"1719",80.216,117.76,110
"1720",81.928,1000.104,1000
"1721",69.972,52.884,50
"1722",73.404,104.104,100
"1723",76.824,104.096,110
"1724",78.524,1001.808,1000
"1725",87.028,52.9,50
"1726",71.716,121.172,100
"1727",78.516,119.468,110
"1728",78.504,1003.52,1000
"1729",85.32,52.888,50
"1730",71.712,102.4,100
"1731",80.22,117.752,110
"1732",80.224,1003.524,1000
"1733",85.332,51.184,50
"1734",73.404,104.112,100
"1735",78.508,104.108,110
"1736",78.508,1001.8,1000
"1737",87.024,52.896,50
"1738",71.7,104.112,100
"1739",78.524,119.46,110
"1740",78.512,1003.524,1000
"1741",68.284,52.88,50
"1742",71.696,121.168,100
"1743",78.512,117.76,110
"1744",80.22,1003.528,1000
"1745",85.34,52.864,50
"1746",71.692,102.4,100
"1747",80.212,121.168,110
"1748",76.808,1003.516,1000
"1749",85.312,54.592,50
"1750",71.692,102.4,100
"1751",78.504,119.468,110
"1752",80.216,1000.096,1000
"1753",71.684,52.884,50
"1754",71.696,104.112,100
"1755",78.508,119.472,110
"1756",78.508,1003.52,1000
"1757",85.332,54.576,50
"1758",87.068,102.4,100
"1759",80.216,102.4,110
"1760",80.22,1000.096,1000
"1761",69.976,52.876,50
"1762",73.404,104.104,100
"1763",78.52,117.768,110
"1764",80.204,1001.812,1000
"1765",69.976,52.884,50
"1766",71.696,102.4,100
"1767",80.216,102.408,110
"1768",80.204,1003.52,1000
"1769",83.604,52.904,50
"1770",73.404,100.692,100
"1771",80.22,121.18,110
"1772",78.512,1001.816,1000
"1773",85.312,54.596,50
"1774",71.696,104.116,100
"1775",78.496,119.464,110
"1776",78.516,1001.808,1000
"1777",69.972,54.588,50
"1778",87.052,104.108,100
"1779",78.512,119.464,110
"1780",78.52,1001.808,1000
"1781",87.012,54.624,50
"1782",69.992,104.096,100
"1783",95.564,102.4,110
"1784",80.224,1000.116,1000
"1785",69.992,52.872,50
"1786",90.488,100.692,100
"1787",81.912,102.4,110
"1788",78.516,1003.528,1000
"1789",68.272,51.168,50
"1790",73.396,104.112,100
"1791",78.508,121.172,110
"1792",76.808,1003.52,1000
"1793",68.272,69.952,50
"1794",73.416,100.696,100
"1795",80.216,104.108,110
"1796",78.504,1001.816,1000
"1797",69.972,51.188,50
"1798",73.4,102.4,100
"1799",80.224,104.104,110
"1800",78.508,1001.812,1000
"1801",68.256,52.88,50
"1802",73.412,104.108,100
"1803",78.5,119.472,110
"1804",78.492,1020.588,1000
"1805",68.272,68.232,50
"1806",73.408,102.408,100
"1807",80.22,100.696,110
"1808",81.924,1001.804,1000
"1809",68.272,54.588,50
"1810",71.692,100.688,100
"1811",81.928,102.4,110
"1812",78.508,1003.512,1000
"1813",85.32,52.896,50
"1814",71.696,102.4,100
"1815",80.224,119.472,110
"1816",78.5,1003.52,1000
"1817",68.272,51.172,50
"1818",75.1,119.468,100
"1819",78.516,104.104,110
"1820",78.496,1001.812,1000
"1821",85.336,54.592,50
"1822",71.696,117.76,100
"1823",81.928,102.4,110
"1824",78.508,1003.52,1000
"1825",68.292,69.928,50
"1826",71.704,102.392,100
"1827",80.22,104.108,110
"1828",76.8,1020.584,1000
"1829",68.272,54.576,50
"1830",87.06,102.408,100
"1831",80.22,119.468,110
"1832",78.52,1003.504,1000
"1833",68.28,52.864,50
"1834",90.472,100.692,100
"1835",80.232,119.46,110
"1836",80.216,1001.816,1000
"1837",69.976,68.24,50
"1838",73.4,102.4,100
"1839",80.212,119.464,110
"1840",78.504,1001.816,1000
"1841",69.98,69.94,50
"1842",71.692,102.396,100
"1843",80.216,117.76,110
"1844",80.2,1001.816,1000
"1845",69.996,51.168,50
"1846",75.108,102.396,100
"1847",78.508,102.392,110
"1848",80.212,1001.804,1000
"1849",69.984,52.864,50
"1850",88.752,104.108,100
"1851",95.572,102.4,110
"1852",78.524,1003.512,1000
"1853",85.344,52.864,50
"1854",71.696,104.108,100
"1855",78.508,119.464,110
"1856",78.512,1003.528,1000
"1857",85.312,52.888,50
"1858",88.756,102.404,100
"1859",80.216,121.176,110
"1860",76.796,1001.816,1000
"1861",69.968,54.596,50
"1862",71.688,104.108,100
"1863",76.804,121.16,110
"1864",78.516,1001.816,1000
"1865",69.96,52.888,50
"1866",71.708,102.4,100
"1867",80.228,119.468,110
"1868",78.504,1018.88,1000
"1869",69.968,52.896,50
"1870",73.408,100.696,100
"1871",80.224,104.108,110
"1872",78.508,1001.812,1000
"1873",85.32,52.896,50
"1874",73.396,102.408,100
"1875",80.22,119.476,110
"1876",78.5,1001.812,1000
"1877",69.984,52.872,50
"1878",71.696,121.172,100
"1879",78.504,119.476,110
"1880",78.496,1003.52,1000
"1881",85.324,52.88,50
"1882",88.772,104.108,100
"1883",78.508,119.464,110
"1884",78.512,1001.816,1000
"1885",87.032,51.184,50
"1886",73.404,104.108,100
"1887",78.52,119.456,110
"1888",80.22,1017.172,1000
"1889",69.984,52.872,50
"1890",73.404,119.464,100
"1891",78.512,119.468,110
"1892",80.216,1000.104,1000
"1893",69.988,52.88,50
"1894",73.4,119.464,100
"1895",78.516,121.176,110
"1896",78.524,1000.096,1000
"1897",87.036,52.904,50
"1898",73.396,102.4,100
"1899",78.504,104.112,110
"1900",78.516,1003.52,1000
"1901",85.348,51.156,50
"1902",90.464,102.4,100
"1903",80.22,102.4,110
"1904",78.492,1003.52,1000
"1905",68.26,54.592,50
"1906",71.704,102.4,100
"1907",80.216,117.768,110
"1908",80.212,1001.812,1000
"1909",69.984,52.888,50
"1910",71.692,102.4,100
"1911",80.216,102.4,110
"1912",78.524,1003.512,1000
"1913",69.976,52.88,50
"1914",71.696,102.4,100
"1915",80.224,102.396,110
"1916",78.532,1003.5,1000
"1917",68.284,52.86,50
"1918",73.404,102.4,100
"1919",78.512,104.104,110
"1920",78.524,1001.816,1000
"1921",69.984,51.16,50
"1922",75.104,100.692,100
"1923",80.224,102.396,110
"1924",80.2,1001.816,1000
"1925",69.972,52.88,50
"1926",71.708,102.4,100
"1927",80.216,102.408,110
"1928",80.216,1001.812,1000
"1929",68.264,52.896,50
