"Browser","Browser Version","Short Browser Version","Engine","Engine Version","OS","OS Version","Measurement","showlatency","hidelatency","delay","measuredto"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","6840","100","109"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","358412","1000","1013"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","6836","50","52"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5128","100","108"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5128","110","120"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","358356","1000","1014"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5124","50","49"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1816","6828","100","109"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6824","110","115"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","337884","1000","999"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6828","50","60"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5136","100","100"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","123"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","348156","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5120","50","54"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5120","100","108"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1812","5124","110","115"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","389052","1000","1011"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5124","50","54"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","6828","100","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","358392","1000","999"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","5116","50","61"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","6840","100","102"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","3416","110","122"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","346480","1000","1007"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5120","50","57"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5128","100","110"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5120","110","116"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","356628","1000","1001"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","5120","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","96","6852","100","109"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5120","110","117"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","358364","1000","1012"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","3408","50","55"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1796","6824","100","100"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","3428","110","116"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","356640","1000","1001"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1804","5128","50","54"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","5140","100","107"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5120","110","114"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","349876","1000","1010"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","5132","50","50"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5136","100","102"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","5120","110","124"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","92","346468","1000","1000"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","6828","50","56"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1808","5128","100","113"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","3504","3416","110","119"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","337920","1000","1001"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","5128","50","60"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1812","6816","100","101"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1800","3408","110","123"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","88","366944","1000","1012"
"Chrome","60.0.3112.113","60","WebKit","537.36","Windows","10","minno","1792","5120","50","53"
